week_date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
1959-08-29,0.026847143,0.030430745,0.014572787,0.014894991,0.017797291,0.011514655,0.06625513,0.022837011,0.020890862,0.01937797,0.020129818,0.03838115,0.012968421,0.016887132,0.04210713,0.017699808,0.057124443,0.036792323,0.069215804,0.037683196,0.09366977,0.06550413,0.043986786,0.019447105,0.07678371,0.016239306,0.017206527,0.011493711,0.009430134,0.051831085
1959-09-05,0.025746336,0.030824546,0.016368372,0.01519295,0.017483242,0.007589615,0.06825594,0.022719316,0.019299906,0.015606849,0.020080049,0.03668498,0.012882747,0.01795479,0.035431944,0.020678168,0.053610075,0.033914655,0.07666592,0.03859939,0.10281737,0.061271396,0.044300426,0.018176407,0.080487356,0.013607178,0.01488543,0.013815098,0.011127022,0.053922594
1959-09-12,0.03196248,0.030586509,0.016222084,0.014857004,0.0141819585,0.011158298,0.064930625,0.025048593,0.014479334,0.01876267,0.020956013,0.034785338,0.012895461,0.023401363,0.01925433,0.026702344,0.05268687,0.03902055,0.07253096,0.041927066,0.104906745,0.062075127,0.041389868,0.017209394,0.08515273,0.013387122,0.013001746,0.014176108,0.011210883,0.05114051
1959-09-19,0.029241046,0.030798208,0.016370976,0.01419342,0.013096198,0.020522807,0.06394054,0.027529905,0.014111785,0.01814286,0.021167519,0.033646055,0.014266078,0.020606669,0.018958718,0.02647382,0.050002135,0.04167641,0.06854515,0.029268622,0.10252638,0.06077408,0.0467869,0.015613598,0.08319397,0.01951429,0.013463018,0.024071503,0.010723974,0.050773405
1959-09-26,0.022882199,0.032634582,0.017959634,0.0068036853,0.011472824,0.01962387,0.073324256,0.027409207,0.012911447,0.018146105,0.02021664,0.027607052,0.022162668,0.01874517,0.012678827,0.02554622,0.054034356,0.035267662,0.071528785,0.034522504,0.10830995,0.06173228,0.04632064,0.01622601,0.07885142,0.020740042,0.014816146,0.021353424,0.01069951,0.05547295
1959-10-03,0.023809984,0.03813343,0.021542482,0.0070069237,0.013810423,0.020282127,0.06800594,0.025412967,0.014070329,0.0140514895,0.01992977,0.028192237,0.022266889,0.018371144,0.016077273,0.023114616,0.051974066,0.032776147,0.0788815,0.032287784,0.113827646,0.06168181,0.044709984,0.016459815,0.076128535,0.021989934,0.012097821,0.021209259,0.010861864,0.051035874
1959-10-10,0.020986421,0.035834607,0.022242451,0.009033247,0.012033493,0.023821551,0.05986627,0.023707509,0.014677446,0.014216079,0.020176735,0.02785998,0.021353237,0.018263834,0.020134196,0.025541767,0.05071032,0.036531076,0.0773964,0.02950049,0.124537885,0.064785555,0.047997653,0.012410279,0.06206255,0.027788363,0.011119989,0.022678586,0.010982837,0.05174925
1959-10-17,0.033323046,0.032892827,0.020415185,0.0085148765,0.01360915,0.02443273,0.06066819,0.023829445,0.011328628,0.0139057655,0.020822946,0.028838653,0.020148003,0.01778369,0.020819046,0.026567617,0.03683601,0.034381654,0.07996878,0.035770874,0.13136168,0.05834715,0.045017548,0.01327542,0.06520559,0.03018444,0.010695516,0.02225292,0.008715726,0.05008695
1959-10-24,0.036003124,0.039234452,0.023820043,0.011057888,0.01602515,0.021520343,0.054892283,0.025142776,0.013645889,0.014905424,0.01805681,0.037511297,0.022976082,0.024368007,0.024554456,0.02725769,0.03293519,0.03247364,0.07900302,0.034795366,0.12696363,0.054677587,0.03831476,0.0052205226,0.057568617,0.032690916,0.012223462,0.020623114,0.013235735,0.048302796
1959-10-31,0.037129663,0.03639431,0.021673279,0.0125562465,0.018186264,0.016438177,0.06045242,0.024938842,0.00853444,0.014634031,0.021256668,0.04089959,0.023427216,0.025401236,0.025212795,0.027237458,0.02995721,0.03049935,0.08032103,0.03753604,0.13925147,0.04353569,0.03731823,0.0053464393,0.055690486,0.03045196,0.013002128,0.020628378,0.013255707,0.04883332
1959-11-07,0.0346575,0.038539235,0.02647215,0.013745985,0.023700036,0.017763868,0.05438204,0.021785107,0.011945634,0.014247843,0.025042802,0.045477472,0.020433037,0.02580773,0.04125323,0.027129875,0.022609582,0.03224399,0.071816884,0.037974063,0.13186096,0.047939833,0.036346253,0.0065566646,0.057422556,0.030233203,0.009835643,0.015567677,0.013097531,0.044111658
1959-11-14,0.038693354,0.031984814,0.023539824,0.011211806,0.034074035,0.018417973,0.055746928,0.021793751,0.012347412,0.011689585,0.022695132,0.040664677,0.021289293,0.021575117,0.03973728,0.026926659,0.019785434,0.027354147,0.07284916,0.041517485,0.1337,0.046623595,0.03954285,0.0070678922,0.07021594,0.032123517,0.010235614,0.016557485,0.011001086,0.03903819
1959-11-21,0.03872469,0.027085833,0.026126694,0.01415401,0.032390907,0.022160057,0.064137936,0.016189124,0.011026403,0.010658499,0.020074606,0.044054117,0.021031193,0.021896431,0.033890687,0.028010212,0.03136414,0.027558416,0.062172517,0.040154923,0.14700165,0.04672264,0.03794214,0.007456134,0.06728123,0.030314093,0.0100002475,0.012799821,0.010521376,0.037099313
1959-11-28,0.04478821,0.028472492,0.027230514,0.012263815,0.03258154,0.02342924,0.060597133,0.015336259,0.0143526,0.010110485,0.019466048,0.0457443,0.022833813,0.01491817,0.03223641,0.026243843,0.0337808,0.027853081,0.058666404,0.040276874,0.14795339,0.04597773,0.044983134,0.006688382,0.05756827,0.030853875,0.0100594945,0.014605389,0.010375152,0.0397532
1959-12-05,0.04812128,0.024984691,0.024948332,0.015740884,0.031503417,0.028396029,0.058382377,0.01470621,0.013341763,0.01786429,0.023609838,0.047789387,0.022850756,0.011800266,0.04466166,0.02511083,0.032796036,0.023082612,0.055997446,0.038215596,0.13987024,0.04799584,0.040840913,0.006653298,0.054483753,0.032818515,0.010559253,0.012892329,0.010308357,0.03967383
1959-12-12,0.047648642,0.021499401,0.02432059,0.015955243,0.03147474,0.028773978,0.05638137,0.013843068,0.012564929,0.023675589,0.022999285,0.04570548,0.02315791,0.016759748,0.042584393,0.023752436,0.029085752,0.022625543,0.05637369,0.039874244,0.13706483,0.056942254,0.040445656,0.007259264,0.05647405,0.03273774,0.008642011,0.010823086,0.013242543,0.037312564
